relid,release_date,ministry,title,discovered_by_term,discovered_in_round,n_terms,all_matched_terms,url
275224,2025-08-23,Department of Space,"An Indian will announce 'Viksit Bharat 2047' from the surface of Moon in 2040, and this will send a message around the universe that India has arrived: Dr Jitendra Singh",AI,0,10,AI | ML | smart | Smart City | robot | bharat antariksh | first human | space capabilities | robotics | gaganyaan mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275224
275230,2025-08-23,Prime Minister's Office,English rendering of PM's address at the Economic Times World Leaders Forum,Automobile,1,3,Automobile | space docking | gaganyaan mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275230
275231,2025-08-23,Prime Minister's Office,Prime Minister Shri Narendra Modi addresses the Economic Times World Leaders Forum in New Delhi,Automobile,1,3,Automobile | space docking | gaganyaan mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275231
275232,2025-08-23,Ministry of Shipping,“Shipping Ministry to Explore Dedicated Satellite Technology for the Indian maritime sector” : Shri Sarbananda Sonowal,gaganyaan mission,1,1,gaganyaan mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275232
275251,2025-08-25,Ministry of Youth Affairs and Sports,Ministry of Youth Affairs & Sports invites nominations for National Youth Award 2024,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275251
275265,2025-08-25,Ministry of Communications,FoIR Organises Online Session on TRAI’s Framework for Rating of Properties on Digital Connectivity,smart,0,2,smart | cities mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275265
275267,2025-08-25,"Ministry of Consumer Affairs, Food & Public Distribution",India Partners with World Food Programme to Fight Global Hunger,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275267
275270,2025-08-25,Ministry of Communications,Centre for Development of Telematics celebrates its 42nd Foundation Day,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275270
275272,2025-08-25,Ministry of Youth Affairs and Sports,"""Golden Years Lost Without Early Sports Science Exposure"": MoS Sports, Smt. Raksha Khadse",analytics,0,1,analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275272
275275,2025-08-25,Ministry of Health and Family Welfare,Union Health Minister Shri JP Nadda Inaugurates New Government Medical Colleges in Sheopur and Singrauli,smart,0,2,smart | chatbot,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275275
275278,2025-08-25,Ministry of Human Resource Development,Shri Dharmendra Pradhan chairs 56th Meeting of the Council of Indian Institutes of Technology (IITs) Held at IIT Delhi,AI,0,3,AI | artificial intelligence | Bhashini,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275278
275284,2025-08-26,Ministry of Defence,"Decisive joint responses across domains, enabled by self-reliance & integrated logistics, will be key to victory in future wars: CDS at RAN SAMWAD",artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275284
275294,2025-08-26,Ministry of Communications,Union Minister of State for Communications Dr. Chandra Sekhar Pemmasani Reviews India Post & IPPB’s Progress,digital life certificates,1,1,digital life certificates,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275294
275296,2025-08-26,Ministry of Human Resource Development,Department of Higher Education selects 21 teachers from Higher Education Institutions (HEIs) and Polytechnics for National Awards to Teachers (NAT) 2025,prof ganesh,1,1,prof ganesh,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275296
275300,2025-08-26,"Ministry of Personnel, Public Grievances & Pensions",Union Minister Dr. Jitendra Singh Releases RTI Journal and Launches E-Journal on NFICI Website,obsolete rules,1,1,obsolete rules,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275300
275323,2025-08-27,Ministry of Defence,MoD signs MoU with QCI to enhance Veteran Welfare Services,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275323
275328,2025-08-27,Ministry of Defence,Mastering existing tech & staying ready for new innovations & unforeseen challenges is key to effectively tackle complexities of modern-day warfare: Raksha Mantri at RAN SAMWAD,AI,0,3,AI | artificial intelligence | intelligence and data,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275328
275340,2025-08-27,Cabinet Committee on Economic Affairs (CCEA),"Cabinet approves multi-tracking of 3 projects benefitting Karnataka, Telangana, Bihar & Assam and One new rail line to connect far flung areas of Kutch, Gujarat",Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275340
275343,2025-08-27,Ministry of Science & Technology,"India’s Bioeconomy to Touch $300 Billion by 2030, Says Dr. Jitendra Singh",artificial intelligence,0,4,artificial intelligence | smart | like artificial | event dr jitendra,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275343
275344,2025-08-27,Ministry of Defence,"INDIAN ARMY TERRIER CYBER QUEST 2025: NATIONAL CYBER CHALLENGE FOCUSED ON EMERGING TECHNOLOGIES LIKE AI, ML, QUANTUM AND DRONE TECHNOLOGY",AI,0,6,AI | ML | artificial intelligence | predictive | machine learning | deepfake,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275344
275356,2025-08-27,Prime Minister's Office,PM Narendra Modi receives a telephone call from President Alexander Stubb of Finland,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275356
275359,2025-08-27,Ministry of Shipping,Global Powers Seek Maritime Partnerships with India; Envoys Discuss Investment and Blue Economy with Shri Sarbananda Sonowal,AI,0,2,AI | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275359
275378,2025-08-28,Ministry of Science & Technology,ANRF conducts first Meet & Greet webinar with awardees of PMECRG,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275378
275382,2025-08-28,Ministry of Statistics & Programme Implementation,Data Users Conference on Periodic Labour Force Survey (PLFS) highlights advances in High-Frequency Labour Market Data and Policy Applications,artificial intelligence,0,2,artificial intelligence | understanding and use,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275382
275383,2025-08-28,Ministry of Defence,Raksha Rajya Mantri Shri Sanjay Seth Inaugurates MILMEDICON-2025,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275383
275397,2025-08-28,Prime Minister's Office,Departure Statement by Prime Minister on the eve of visit to Japan and China,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275397
275400,2025-08-29,Prime Minister's Office,English Translation of Prime Minister's address during the India - Japan Economic Forum,AI,0,3,AI | smart | robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275400
275403,2025-08-29,Prime Minister's Office,Prime Minister attends India-Japan Economic Forum,AI,0,2,AI | robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275403
275409,2025-08-29,Ministry of Communications,Union Minister of Communications Shri Jyotiraditya M. Scindia Enthralls Youth at IIIT-Delhi Tech Fest with Call to Build ‘Vishwaguru Bharat’,AI,0,2,AI | launchpad,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275409
275412,2025-08-29,Ministry of Commerce & Industry,India and Africa to work to double bilateral trade by 2030: Union Commerce & Industry Minister Delivers Keynote Address at Valedictory Session of 20th CII India-Africa Business Conclave,AI,0,2,AI | Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275412
275420,2025-08-29,Prime Minister's Office,English Translation of Press Statement by the Prime Minister during the Joint Press Statement with the Prime Minister of Japan,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275420
275423,2025-08-29,Ministry of Defence,CONCLUSION OF ‘EMERGING LEADERS PANEL DISCUSSION’ HELD UNDER THE AEGIS OF INDIAN OCEAN NAVAL SYMPOSIUM (IONS-2025),AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275423
275431,2025-08-29,Prime Minister's Office,List of Outcomes: Prime Minister’s Visit to Japan,AI,0,2,AI | Large Language,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275431
275435,2025-08-29,Prime Minister's Office,Action Plan for India - Japan Human Resource Exchange and Cooperation,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275435
275439,2025-08-29,Prime Minister's Office,15th India-Japan Annual Summit Joint Statement: Partnership for Security and Prosperity of our Next Generation,AI,0,3,AI | artificial intelligence | Large Language,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275439
275440,2025-08-29,Prime Minister's Office,India - Japan Joint Vision for the Next Decade: Eight Directions to Steer the Special Strategic and Global Partnership,AI,0,3,AI | smart | automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275440
275441,2025-08-29,Ministry of Mines,Statement by Union Minister of Coal and Mines Shri G Kishan Reddy on Memorandum of Cooperation on Mineral Resources between India and Japan,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275441
275442,2025-08-29,Prime Minister's Office,Joint Declaration on Security Cooperation between India and Japan,AI,0,2,AI | robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275442
275443,2025-08-29,Ministry of Home Affairs,"Union Home Secretary Shri Govind Mohan delivers Dr. Anand Swaroop Gupta Memorial Lecture on “Implementation of New Criminal Laws: Transparency, Technology and Trust” on 55th Foundation Day of BPR&D",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275443
275444,2025-08-29,Prime Minister's Office,Fact Sheet : India-Japan Economic Security Cooperation,AI,0,5,AI | intelligent | Large Language | Automobile | data cloud,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275444
275445,2025-08-29,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation Shri Amit Shah addresses the birth centenary celebrations of former Chief Minister of Assam Golap Borbora, in Guwahati",nine times,1,1,nine times,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275445
275453,2025-08-30,Prime Minister's Office,English Translation of Prime Minister's remarks during interaction with Governors of Prefectures,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275453
275455,2025-08-30,Ministry of Road Transport & Highways,NHAI Signs Agreement to Implement India’s First Multi-Lane Free Flow (MLFF) Tolling System in Gujarat,ANPR,0,8,ANPR | less tolling | barrier less tolling | flow tolling system | mlff | based tolling | free flow mlff | flow mlff,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275455
275457,2025-08-30,Ministry of Defence,"In today’s era of terrorism, pandemics & regional conflicts, self-reliance in defence is not merely an option, but a condition for survival and progress: Raksha Mantri Shri Rajnath Singh",artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275457
275466,2025-08-30,Ministry of Tribal Affairs,Ministry of Tribal Affairs to Launch the Beta Version of “Adi Vaani”,AI,0,18,AI | artificial intelligence | large language model | language model | Large Language | optical character recognition | character recognition | optical character | ocr | real time translation | time translation | text to text | speech to text | low resource | text to speech | text speech | text and speech | adi vaani,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275466
275471,2025-08-30,Ministry of Information & Broadcasting,IICT Mumbai and Start up Accelerator Platform WaveX Launch Media Tech Incubator to Boost AVGC-XR Startups; Apply by 7th September,AI,0,2,AI | compute,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275471
275479,2025-08-31,Ministry of Electronics & IT,"Digital India Milestone: NeGD Achieves Pan-India Integration of Nearly 2,000 e-Government Services on DigiLocker and e-District Platforms",AI,0,4,AI | independent business | business division | independent business division,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275479
275488,2025-08-31,Ministry of Home Affairs,Union Home Minister and Minister of Cooperation Shri Amit Shah inaugurates Janrakshak projects under Dial 112 in Ahmedabad,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275488
275497,2025-09-01,Ministry of Communications,Union Minister Jyotiraditya M. Scindia Launches AI-Powered India Mobile Congress 2025 App with the theme “Innovate to Transform”,AI,0,6,AI | artificial intelligence | intelligent | smart | chatbot | face recognition,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275497
275500,2025-09-01,Prime Minister's Office,"PM to inaugurate ‘Semicon India - 2025’ on 2nd September at Yashobhoomi, New Delhi",AI,0,3,AI | artificial intelligence | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275500
275504,2025-09-01,Ministry of Defence,"CHANGE OF COMMAND AT BASE REPAIR DEPOT, BANI CAMP",diat pune,1,2,diat pune | diat,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275504
275509,2025-09-01,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation Shri Amit Shah visits Jammu and inspects the rain, flood, and landslide-affected areas of the Jammu division to take stock of the damages caused by the natural disaster",AI,0,2,AI | analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275509
275510,2025-09-01,Ministry of Human Resource Development,Union Education Minister Shri Dharmendra Pradhan addresses NCERT’s 65th Foundation Day,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275510
275511,2025-09-01,Ministry of Science & Technology,"India now accounts for 21 out of 121 Bio-Companies globally, says Minister Dr. Jitendra Singh",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275511
275519,2025-09-01,Ministry of Communications,"""Regulation is not a fence to restrict—it is a garden to be nurtured"": India Calls for Global Shift in Digital Governance at GSR 2025",AI,0,3,AI | artificial intelligence | IndiaAI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=275519
