relid,release_date,ministry,title,matched_term,term_round,term_channel,term_primary_parent
282155,2026-01-12,Ministry of Electronics & IT,"Exchange of MoU between Digital India Corporation (IndiaAI) and Uttar Pradesh Development Systems Corporation Limited (UPDESCO), Lucknow, to strengthen the AI ecosystem in Uttar Pradesh under the IndiaAI Mission",IndiaAI,1,human,
282160,2026-01-12,Ministry of Electronics & IT,Lucknow Hosts Uttar Pradesh Regional AI Impact Conference and Global Working Group Meet on AI for Economic Growth and Social Good,IndiaAI,1,human,
282176,2026-01-13,Ministry of Electronics & IT,Digital India Ask Our Experts Highlights India AI Impact Summit 2026 as a Defining Moment for India’s AI Journey,IndiaAI,1,human,
282262,2026-01-14,Ministry of Electronics & IT,"IndiaAI and NFRA Launch Financial Reporting Compliance Challenge to Transform Financial Oversight with AI; ?1.5 Crore Prize Pool; Applications open till 22nd February, 2026",IndiaAI,1,human,
282308,2026-01-15,Ministry of Electronics & IT,Signing of Memorandum of Understanding (MoU) between Government of Madhya Pradesh and Digital India BHASHINI Division,IndiaAI,1,human,
282323,2026-01-15,Ministry of Electronics & IT,"IndiaAI Mission, MeitY & Government of Madhya Pradesh Conclude the Madhya Pradesh Regional AI Impact Conference 2026 in Bhopal",IndiaAI,1,human,
282358,2026-01-16,Ministry of Electronics & IT,"IndiaAI, Ministry of Electronics and Information Technology (MeitY), and IIT Hyderabad Host Inclusion for Social Empowerment Working Group Meeting",IndiaAI,1,human,
282361,2026-01-16,Ministry of Communications,The 6th ASEAN–India Digital Ministers’ (ADGMIN) Meeting held with the theme “Adaptive ASEAN: From Connectivity to Connected Intelligence”,IndiaAI,1,human,
282496,2026-01-20,PIB Headquarters,India-AI Impact Summit 2026,IndiaAI,1,human,
282530,2026-01-21,PIB Headquarters,India-AI Impact Summit 2026,IndiaAI,1,human,
282673,2026-01-23,Ministry of Skill Development and Entrepreneurship,Year End Review 2025 : Ministry of Skill Development and Entrepreneurship,IndiaAI,1,human,
282941,2026-01-29,Ministry of Finance,"INDIA SHOULD PRIORITISE DECENTRALISED, APPLICATION-DRIVEN SYSTEMS OVER CAPITAL-INTENSIVE FRONTIER MODELS TO AVOID FRAGILE DEPENDENCIES IN ARTIFICIAL INTELLIGENCE: ECONOMIC SURVEY",IndiaAI,1,human,
283005,2026-01-29,Prime Minister's Office,PM interacts with CEOs and Experts working in AI Sector,IndiaAI,1,human,
283089,2026-01-30,Ministry of Electronics & IT,"India AI Impact Summit Receives Phenomenal Global Response, India’s AI Ecosystem Developing in a Systematic Manner: Union Minister Ashwini Vaishnaw",IndiaAI,1,human,
283212,2026-02-02,Ministry of Electronics & IT,"India AI Impact Summit 2026: 35,000+ Registrations so far; 100+ Countries, 500+ Startups to engage across 500 Sessions",IndiaAI,1,human,
283311,2026-02-03,Ministry of Electronics & IT,Expo - A Platform for Scaling AI from Prototypes to Real-World Solutions,IndiaAI,1,human,
283350,2026-02-03,Office of Principal Scientific Advisor to GoI,Technology Advisory Group (TAG) of Empowered Technology Group (ETG) meets to discuss Strategic Roadmap for Robotics in India,IndiaAI,1,human,
283402,2026-02-04,Ministry of Panchayati Raj,SABHASAAR INITIATIVE,IndiaAI,1,human,
283404,2026-02-04,PIB Headquarters,India AI Stack: Powering Intelligence at Scale,IndiaAI,1,human,
283597,2026-02-05,Ministry of Science & Technology,Bharat GenAI Large Language Model to complete text models in all 22 scheduled languages this month: Dr. Jitendra Singh tells Rajya Sabha,IndiaAI,1,human,
283692,2026-02-06,Ministry of Electronics & IT,Research Symposium at India AI Impact Summit Draws the World’s AI Minds,IndiaAI,1,human,
283720,2026-02-07,Ministry of Electronics & IT,"India AI Impact Summit to Unite Nations, Innovators and Citizens for Inclusive, Responsible and Resilient AI",IndiaAI,1,human,
283746,2026-02-08,PIB Headquarters,Seven Chakras of the India–AI Impact Summit 2026,IndiaAI,1,human,
283772,2026-02-09,Ministry of Electronics & IT,"Yotta and BHASHINI Collaborate to Enable Sovereign AI Cloud, Showcasing India’s Readiness for Population-Scale AI",IndiaAI,1,human,
283808,2026-02-09,Ministry of Electronics & IT,From States to Summit: Regional AI Conferences Power India’s AI Vision,IndiaAI,1,human,
283827,2026-02-09,Ministry of Shipping,VOC Port Hosts High-Level Pre-Event on AI in Ports and Maritime Operations Ahead of IndiaAI Impact Summit 2026,IndiaAI,1,human,
283859,2026-02-10,PIB Headquarters,Democratising AI in India,IndiaAI,1,human,
283868,2026-02-10,Ministry of Panchayati Raj,AI-DRIVEN GOVERNANCE PLATFORM,IndiaAI,1,human,
283921,2026-02-10,Ministry of Electronics & IT,Kaushal Rath flagged off with “Yuva AI for All” for Democratising AI Literacy Across India,IndiaAI,1,human,
284003,2026-02-11,Ministry of Electronics & IT,Media Registration Re-Opened for India AI Impact Summit 2026; Last Chance to Apply,IndiaAI,1,human,
284038,2026-02-11,Ministry of Electronics & IT,Preparing for the India AI Impact Summit,IndiaAI,1,human,
284045,2026-02-11,Ministry of Electronics & IT,"Encouraged by the Government’s initiatives, the private sector is increasingly investing in AI in India",IndiaAI,1,human,
284070,2026-02-12,PIB Headquarters,"AI@Work: Driving Productivity, Jobs, and Innovation",IndiaAI,1,human,
284172,2026-02-13,PIB Headquarters,Transforming Healthcare Delivery Through Artificial Intelligence,IndiaAI,1,human,
284218,2026-02-13,Ministry of Electronics & IT,"In less than 24 months, India AI Mission has Set up a Foundation for Development of AI Ecosystem in the Country",IndiaAI,1,human,
284219,2026-02-13,Ministry of Electronics & IT,"India–EU FTA Promotes Paperless Trade, e-Invoicing, e-Contracts, e-Authentication to Ease Cross-Border Trade",IndiaAI,1,human,
284285,2026-02-14,PIB Headquarters,Artificial Intelligence (AI) Transforming Indian Agriculture,IndiaAI,1,human,
284326,2026-02-15,PIB Headquarters,India AI Governance Guidelines,IndiaAI,1,human,
284330,2026-02-15,Ministry of Electronics & IT,"Nationwide Digital Campaign on 16-17 February 2026 to Promote Ethical, Inclusive and Responsible AI Use",IndiaAI,1,human,
284364,2026-02-16,PIB Headquarters,AI and Climate Action in India,IndiaAI,1,human,
284390,2026-02-16,PIB Headquarters,India-AI Impact Summit 2026,IndiaAI,1,human,
284398,2026-02-16,Ministry of Electronics & IT,RailTel Successfully Curates AI Healthcare Panel Discussions at AI Impact Summit 2026,IndiaAI,1,human,
284402,2026-02-16,Ministry of Electronics & IT,"“AI Not Only for India, but for the Whole World,” Affirms Shri Jitin Prasada, MoS MeitY, Outlining India’s Leadership on the Inaugural Day of the India AI Impact Summit",IndiaAI,1,human,
284432,2026-02-17,Ministry of Electronics & IT,"India to Add 20,000 GPUs Beyond Existing 38,000 to Strengthen National AI Infrastructure; Announces MEITY Minister Shri Ashwini Vaishnaw at Day Two of India AI Impact Summit 2026",IndiaAI,1,human,
284435,2026-02-17,Ministry of Communications,MoS Communications Dr. Pemmasani Chandrasekhar highlights Telecom as the Foundation of India’s AI Revolution at India AI Impact Summit 2026,IndiaAI,1,human,
284439,2026-02-17,Ministry of Electronics & IT,India AI Impact Summit 2026 Session Emphasises Evidence-Based AI Adoption in Governance,IndiaAI,1,human,
284460,2026-02-17,Ministry of Electronics & IT,AI Impact Casebooks – Health & Education Launched at India AI Impact Summit 2026,IndiaAI,1,human,
284466,2026-02-17,AYUSH,Ayush Pavilion Pulls Visitors with Citizen-Centric AI Innovations,IndiaAI,1,human,
284467,2026-02-17,Ministry of Electronics & IT,"India AI Impact Summit 2026 Highlights AI for ALL: Global Impact Challenge to Empower Inclusive, Large-Scale AI Solutions",IndiaAI,1,human,
284468,2026-02-17,Ministry of Electronics & IT,India AI Impact Summit 2026 Showcases Youth-Led AI Innovation for Public Good,IndiaAI,1,human,
284470,2026-02-17,PIB Headquarters,India’s AI Moment,IndiaAI,1,human,
284501,2026-02-18,Ministry of Electronics & IT,“India Sets Guinness World Record with more than 2.5 lakh AI Responsibility Pledges in 24 Hours at India AI Impact Summit 2026” announces Union Minister Shri. Ashwini Vaishnaw,IndiaAI,1,human,
284544,2026-02-18,PIB Headquarters,Guinness Record Marks India’s AI Resolve,IndiaAI,1,human,
284554,2026-02-19,Ministry of Electronics & IT,New Repository Maps 110+ AI Startups Delivering Population-Scale Impact Across India,IndiaAI,1,human,
284555,2026-02-19,PIB Headquarters,India’s Youth Dividend in the AI Era,IndiaAI,1,human,
284565,2026-02-19,Ministry of Electronics & IT,"Defining Moment for AI: World Leaders, Big Tech CEOs Back AI Innovation with Responsibility at India AI Impact Summit 2026",IndiaAI,1,human,
284583,2026-02-19,PIB Headquarters,M.A.N.A.V.,IndiaAI,1,human,
284633,2026-02-20,PIB Headquarters,AI in Action: Startups Showcase Practical Solutions for India’s Everyday Challenges,IndiaAI,1,human,
284634,2026-02-20,Ministry of Electronics & IT,"AI Must Be Built on Trusted Data, Ethical Governance and Public Accountability for Scale, Says Shri Devendra Fadnavis, Chief Minister of Maharashtra",IndiaAI,1,human,
284648,2026-02-20,Ministry of Electronics & IT,India AI Impact Summit 2026 Session Highlights Shift from Compute Access to Innovation Capability in AI Ecosystem,IndiaAI,1,human,
284657,2026-02-20,AYUSH,Ayush at India AI Impact Summit: Strong Visitor Engagement Highlights Growing Interest in Citizen-Centric Digital Ayush Solutions,IndiaAI,1,human,
284719,2026-02-21,PIB Headquarters,Sarvam AI Powering a Made-in-India AI Revolution,IndiaAI,1,human,
284769,2026-02-23,PIB Headquarters,Artificial Intelligence (AI) Transforming Rural India,IndiaAI,1,human,
284790,2026-02-23,Ministry of Shipping,"Union Minister Sarbananda Sonowal Launches Over ?1,500 Crore Projects at VOC Port, Boosting Green & Digital Maritime Infrastructure",IndiaAI,1,human,
284840,2026-02-24,President's Secretariat,PRESIDENT OF INDIA INAUGURATES NATIONWIDE CAMPAIGN OF PD HINDUJA HOSPITAL ‘SAVING LIVES AND BUILDING A HEALTHIER BHARAT’,IndiaAI,1,human,
284900,2026-02-25,Ministry of Electronics & IT,India and Sweden Deepen AI Partnership Through SITAC Framework,IndiaAI,1,human,
284973,2026-02-27,Ministry of Electronics & IT,Casebook on AI and Gender Empowerment Launched at India AI Impact Summit 2026,IndiaAI,1,human,
285100,2026-03-02,Ministry of Electronics & IT,India AI Impact Summit 2026: Landmark Global Declaration and Major AI Investment Commitments,IndiaAI,1,human,
285159,2026-03-03,PIB Headquarters,AI in Education,IndiaAI,1,human,
285341,2026-03-08,PIB Headquarters,Bridging Digital Divide,IndiaAI,1,human,
285599,2026-03-11,Ministry of Electronics & IT,"India AI Impact Summit 2026 Witnessed Extensive Participation of Public, with approximately 6 Lakh Attendees in Person",IndiaAI,1,human,
285885,2026-03-13,Ministry of Electronics & IT,AI models developed under IndiaAI Mission represent important progress in building India’s own AI capabilities tailored to local languages and use-cases,IndiaAI,1,human,
285975,2026-03-14,"Ministry of Micro,Small & Medium Enterprises",MSME Ministry Completes 364 MSE-CDP Projects; SFURTI Boosts Traditional Industry Clusters,IndiaAI,1,human,
286268,2026-03-18,Ministry of Science & Technology,PARLIAMENT QUESTION: POLICIES FORMULATED RELATING TO SCIENCE AND TECHNOLOGY,IndiaAI,1,human,
286431,2026-03-20,PIB Headquarters,AI-Driven Transformation of India’s Statistical and Data Ecosystem,IndiaAI,1,human,
286806,2026-03-25,Ministry of Science & Technology,PARLIAMENT QUESTION: Bio-RIDE SCHEME,IndiaAI,1,human,
286834,2026-03-25,Ministry of Electronics & IT,Government supporting organisations and consortia to develop sovereign foundational model,IndiaAI,1,human,
286835,2026-03-25,Ministry of Electronics & IT,IndiaAI Mission Expands AI Ecosystem with Affordable Compute and Startup Support,IndiaAI,1,human,
286871,2026-03-25,Ministry of Science & Technology,PARLIAMENT QUESTION: ESTABLISHMENT OF AI UNIVERSITY,IndiaAI,1,human,
286904,2026-03-25,Ministry of Electronics & IT,Meeting of the Parliamentary Consultative Committee for the Ministry of Electronics and Information Technology (MeitY) held under the Chairmanship of Union Minister Shri Ashwini Vaishnaw,IndiaAI,1,human,
287130,2026-03-30,"Ministry of Micro,Small & Medium Enterprises",Government of India is taking measures to promote adoption of Artificial Intelligence (AI) and digital technologies among MSMEs,IndiaAI,1,human,
287292,2026-04-01,Ministry of Electronics & IT,"Impactful AI solutions being promoted and developed under IndiaAI Mission to address major societal challenges, including in healthcare",IndiaAI,1,human,
287438,2026-04-02,Ministry of Electronics & IT,IndiaAI and CDSCO Launch Health Innovation Acceleration Hackathon,IndiaAI,1,human,
287947,2026-04-17,Ministry of Electronics & IT,10 Cutting-Edge Indian Startups Selected for Cohort II of the IndiaAI Startups Global Acceleration Programme,IndiaAI,1,human,
288040,2026-04-19,"Ministry of Micro,Small & Medium Enterprises",Where Heritage Meets Intelligence: Empowering Artisans through AI,IndiaAI,1,human,
288408,2026-04-30,Ministry of Defence,"Op Sindoor demonstrated a shift from old mindset of issuing diplomatic statements on terror attacks, it showcased PM Modi-led Govt’s unwavering commitment through decisive action: Raksha Mantri",IndiaAI,1,human,
288568,2026-05-06,Ministry of Health and Family Welfare,"National Health Authority to Host Grand Finale and Showcase of AB PM-JAY Auto-Adjudication Hackathon on May 8–9, 2026 at IISc Bengaluru in Collaboration with IndiaAI Mission and IISc",IndiaAI,1,human,
288626,2026-05-07,Ministry of Electronics & IT,IndiaAI and ICMR Sign MoU to Accelerate Responsible AI Adoption in Healthcare,IndiaAI,1,human,
288650,2026-05-08,Ministry of Health and Family Welfare,National Health Authority convenes Day 1 of AB PM-JAY Auto-Adjudication Hackathon Showcase 2026; AI-driven innovations in claims adjudication take centre stage,IndiaAI,1,human,
288687,2026-05-09,Ministry of Health and Family Welfare,National Health Authority Concludes AB PM-JAY Auto-Adjudication Hackathon Showcase 2026 in Collaboration with IndiaAI Mission and IISc Bengaluru,IndiaAI,1,human,
288803,2026-05-13,PIB Headquarters,AI-Powered Financial Inclusion in India,IndiaAI,1,human,
288810,2026-05-13,Ministry of Electronics & IT,IndiaAI Mission and NHA Felicitate Winners of AB PM-JAY Auto-Adjudication Hackathon Showcase 2026,IndiaAI,1,human,
288830,2026-05-13,Ministry of Electronics & IT,IndiaAI signs MoU with Karya to strengthen inclusive AI ecosystem,IndiaAI,1,human,
288909,2026-05-15,PIB Headquarters,Prime Minister’s Visit to the UAE,IndiaAI,1,human,
289453,2026-05-31,Ministry of Science & Technology,12 years of technological transformation has laid the foundation of 2047: Dr Jitendra Singh,IndiaAI,1,human,
289516,2026-06-02,Ministry of Science & Technology,"Union Minister Dr Jitendra Singh, Thuringia Minister-President Mario Voigt Discuss Quantum Communication, Photonics and Industry-Led Deep-Tech Partnership",IndiaAI,1,human,
